model_id,model_type,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
apple/OpenELM-270M,base,en,WEAT1,0,layer_0,0.03577209472656251,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,1,layer_1,0.25711669921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,2,layer_2,0.2617919921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,3,layer_3,0.23872802734374998,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,4,layer_4,0.24641601562499993,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,5,layer_5,0.23534667968750012,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,6,layer_6,0.21038574218750006,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,7,layer_7,0.20339843749999992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,8,layer_8,0.19810546875000004,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,9,layer_9,0.21401855468749992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,10,layer_10,0.24498046874999982,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,11,layer_11,0.29289062500000007,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,12,layer_12,0.40644531250000004,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,13,layer_13,0.5737499999999996,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,14,layer_14,0.695703125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,15,layer_15,5.193125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,0,layer_0,0.03577209472656251,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,1,layer_1,0.25711669921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,2,layer_2,0.2617919921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,3,layer_3,0.23872802734374998,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,4,layer_4,0.24641601562499993,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,5,layer_5,0.23534667968750012,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,6,layer_6,0.21038574218750006,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,7,layer_7,0.20339843749999992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,8,layer_8,0.19810546875000004,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,9,layer_9,0.21401855468749992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,10,layer_10,0.24498046874999982,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,11,layer_11,0.29289062500000007,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,12,layer_12,0.40644531250000004,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,13,layer_13,0.5737499999999996,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,14,layer_14,0.695703125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,15,layer_15,5.193125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,0,layer_0,0.028630981445312512,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,1,layer_1,0.20469970703125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,2,layer_2,0.19346191406250002,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,3,layer_3,0.19324951171875,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,4,layer_4,0.1861499023437499,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,5,layer_5,0.1764453124999999,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,6,layer_6,0.1817626953125,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,7,layer_7,0.1968798828124999,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,8,layer_8,0.18714355468750005,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,9,layer_9,0.2112255859375001,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,10,layer_10,0.25125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,11,layer_11,0.3267675781250002,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,12,layer_12,0.3920605468749999,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,13,layer_13,0.49972656250000036,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,14,layer_14,0.54580078125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,15,layer_15,3.9809374999999987,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,0,layer_0,0.03577209472656251,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,1,layer_1,0.25711669921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,2,layer_2,0.2617919921875,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,3,layer_3,0.23872802734374998,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,4,layer_4,0.24641601562499993,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,5,layer_5,0.23534667968750012,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,6,layer_6,0.21038574218750006,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,7,layer_7,0.20339843749999992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,8,layer_8,0.19810546875000004,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,9,layer_9,0.21401855468749992,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT1,10,layer_10,0.24498046874999982,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,11,layer_11,0.29289062500000007,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,12,layer_12,0.40644531250000004,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,13,layer_13,0.5737499999999996,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,14,layer_14,0.695703125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT1,15,layer_15,5.193125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,0,layer_0,0.028630981445312512,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,1,layer_1,0.20469970703125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,2,layer_2,0.19346191406250002,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,3,layer_3,0.19324951171875,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,4,layer_4,0.1861499023437499,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,5,layer_5,0.1764453124999999,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,6,layer_6,0.1817626953125,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,7,layer_7,0.1968798828124999,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,8,layer_8,0.18714355468750005,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT2,9,layer_9,0.2112255859375001,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,10,layer_10,0.25125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,11,layer_11,0.3267675781250002,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,12,layer_12,0.3920605468749999,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,13,layer_13,0.49972656250000036,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,14,layer_14,0.54580078125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT2,15,layer_15,3.9809374999999987,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,0,layer_0,0.023542480468750005,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,1,layer_1,0.09160644531250003,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,2,layer_2,0.08479980468750005,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,3,layer_3,0.08300048828125002,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,4,layer_4,0.09024169921874999,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,5,layer_5,0.09510498046875,0.0,0.0,False
apple/OpenELM-270M,base,en,WEAT6,6,layer_6,0.09607666015625,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,7,layer_7,0.1435791015625,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,8,layer_8,0.1772705078125,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,9,layer_9,0.19053710937500004,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,10,layer_10,0.30778320312500007,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,11,layer_11,0.35709960937500007,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,12,layer_12,0.5574999999999999,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,13,layer_13,0.7215039062499996,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,14,layer_14,0.9932031250000002,0.0,0.0,True
apple/OpenELM-270M,base,en,WEAT6,15,layer_15,2.5932031249999996,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,0,layer_0,0.016671367175441078,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,1,layer_1,0.01963680883883644,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,2,layer_2,0.02510420823781231,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,3,layer_3,0.023451003535501145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,4,layer_4,0.14734450426083856,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,5,layer_5,0.14642059167170735,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,6,layer_6,0.1434190978636303,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,7,layer_7,0.13930793126331628,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,8,layer_8,0.13752243352162224,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,9,layer_9,0.14369284974189145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,10,layer_10,0.14706097552978245,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,11,layer_11,0.14510316075757576,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,12,layer_12,0.14273960659437512,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,13,layer_13,0.14478541304173698,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,14,layer_14,0.14304268903102124,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,15,layer_15,0.14215543963987146,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,16,layer_16,0.1441841365948421,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,17,layer_17,0.14312090385338158,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,18,layer_18,0.14459720862543257,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,19,layer_19,0.14846395390587053,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,20,layer_20,0.15038021705369828,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,21,layer_21,0.14738361167201877,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,22,layer_22,0.15312751268910438,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,23,layer_23,0.1520471704552525,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,24,layer_24,0.1519494019273021,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,25,layer_25,0.15589191781690168,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,26,layer_26,0.15343059512575055,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,27,layer_27,0.15102548933817092,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,28,layer_28,0.1891918784368056,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,29,layer_29,0.09170932343066747,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,0,layer_0,0.016671367175441078,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,1,layer_1,0.01963680883883644,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,2,layer_2,0.02510420823781231,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,3,layer_3,0.023451003535501145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,4,layer_4,0.14734450426083856,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,5,layer_5,0.14642059167170735,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,6,layer_6,0.1434190978636303,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,7,layer_7,0.13930793126331628,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,8,layer_8,0.13752243352162224,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,9,layer_9,0.14369284974189145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,10,layer_10,0.14706097552978245,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,11,layer_11,0.14510316075757576,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,12,layer_12,0.14273960659437512,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,13,layer_13,0.14478541304173698,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,14,layer_14,0.14304268903102124,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,15,layer_15,0.14215543963987146,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,16,layer_16,0.1441841365948421,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,17,layer_17,0.14312090385338158,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,18,layer_18,0.14459720862543257,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,19,layer_19,0.14846395390587053,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,20,layer_20,0.15038021705369828,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,21,layer_21,0.14738361167201877,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,22,layer_22,0.15312751268910438,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,23,layer_23,0.1520471704552525,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,24,layer_24,0.1519494019273021,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,25,layer_25,0.15589191781690168,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,26,layer_26,0.15343059512575055,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,27,layer_27,0.15102548933817092,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,28,layer_28,0.1891918784368056,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,29,layer_29,0.09170932343066747,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,0,layer_0,0.012868347167968752,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,1,layer_1,0.012877197265624994,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,2,layer_2,0.014875488281250005,0.0,0.0,False
